screen_name	name	id	location	followers_count	friends_count	description
BiduTiti1	Bidu Titi	1498637443200954368		3	105	
lorrainerodri11	Lorr R	520869828		334	703	
tiedyeriley	riley karnes	1432814869653323776	Elk Grove, CA	36	399	she/her 🦋
KateCro04710040	Kate Crowley	1500130896023801858		2	40	
tips4toes22	Dani Taylor	1500710552368263171		3	110	
PollyMissP	Polly A.	1499906269347565568		0	53	Fortune Cookie Maker
misterapearl	~mistera~🔮✨	1499897029081935872		37	1327	🌎🕊 HSP, ASMR, Fashion, #Harajuku #Dolltwt 💿🎶 Fantasy/Sci-Fi, Tarot, MBTI/Enneagram Memes 🌸🌊
JasminSulji1	Jasmin Suljić	1499629136633118724		0	46	
IKvartskhava	IKVA	2886771805	Turkey	257	445	
ordinar61812130	ordinary Joe	1500700938587484163		326	904	NO WAR/ PEACE/ Graphic/ Gadget/ ART/ SMILE/ meal/ taiwan/ hong kong/ Czech/ Germany/ Austria/ JAPAN
paulinabarlik	Paulina Barlik 🇺🇦StandwithUkraine 🇺🇦	88632912	Montreal	722	904	UX research @Zendesk, previously @Shopify, making the world a better place, built @guidetouxr, 👶🏻mom, Montreal 🥯
AamauryLapearla	aamaury lapearla	775851968	Winter Haven, FL	32	787	#SURVIVOR #MotivationalSpeaker #LifeCoach
CoxCodie	codie cox	1373627006	Pennsylvania, USA	8	134	
Brownmartins70	Brown	1495759404569972736		0	251	i would rather be despised of who i am rather than loved by who iam not
blueseasvq	Vanessa Montoya	2444793773	Alcalá de Guadaíra	199	1424	Sevilla - España. La vida puede ser maravillosa...
EdithMo87327085	Edith Monserrat	1500672275498078208		0	63	...
marianne_grady	Marianne Patmore	880921740		35	459	Be kind. 🌸Married my best friend 07/10/17🌸 animal lover 😻
alanaroxanne	Alana Stewart	11044292		4027	2457	𝑀𝓊𝓂𝓂𝒶 𝓉𝑜 𝐿𝒾𝓁𝒶 𝒫𝓇𝒾𝓂𝓇𝑜𝓈𝑒 & 𝐸𝓂𝓂𝑒 𝐵𝑜𝓌, 𝓇𝑒𝓈𝒸𝓊𝑒 𝒶𝓃𝒾𝓂𝒶𝓁𝓈 𝐿𝒾𝓁𝓎, 𝒟𝑜𝓊𝑔𝒶𝓁 & 𝐹𝓇𝒶𝓃𝓀, 𝑀𝒶𝓀𝑒𝓊𝓅 𝒜𝓇𝓉𝒾𝓈𝓉 𝒳𝒪
ChristaDione1	Christa Dione	1323869468427231238		16	230	everything happens for a reason so whatever happens ,happens
ccjorge83	jorge Cc	1485300769817518082		6	398	
mike_cantrall	Mike Cantrall	1500693551230840832		0	28	Ride motorcycle 73years old
Lindsay80912971	Lindsay McCann	1500696221102784512		43	246	
Fluberon12	Fluberon PH	1500682213280854016	In your feed	8	471	Cos, why not?
JanetCason6	Janet Cason	1214972608032190472		2	37	
Kyyakannie	Ann Pellerin	1500680979748429826		0	22	
yelzyelzyelz1	yelzyelzyelz	1500690463246123009		0	39	
DriftwoodFlann1	Driftwood⚡Flannels	1494497912595918891	🌽402	21	287	🤩 Upcycled goods made right here in the Heart💖land. See what's happening! 🤩 ☮️#musiclovers 🛼#wearthemusic 🍄#oneofakind
AliZzE61241694	AliZzE	1251358762709004291		12	377	I'm just a girl
nondedzeuz	Nom de D'zeus	1481102291012927489	Québec, Canada	18	673	Je m'ennuie, de Gérard d. Laflaque et les bleu poudre, que j'aimerais les entendre en ces temps difficiles.
Wyman1Carla	Carla Wyman	1500681828017004545		9	67	I'm a adventurous person and love traveling the world with my son who is one of my best friends. I love to laugh and great music I am very eclectic in general.
DavidRondan7	David Rondan	1267158582493134850		1	116	
miaslibrary	M	842001140858281987		8	48	
8153024043	@wyldkard	2428158972	Hammond, IN	428	2443	political analysis of economic development and growth
Chazzz824	Chazzz8	1328026977173987329	San Antonio, TX	48	722	
Teejeee1	Teejeee	1497773200066895873		5	327	
meck_wilfred	MECK WILFRED	1471437565517512705		108	1131	Stay real
DorseySwannMag	Dorsey Swann	1492225990705225732		7	153	A little bit art haus, a little bit historical, a lot of drag. 💋
kgsihstys	Kgsihstys	1451343797183471620		2	450	Cruising Gay
AmericanStand3	American Standing With Ukraine 🇺🇦🌻🇺🇦🌻🇺🇦	1499160232429191168		5	290	Always looking for the positives. Tired of corruption and inequality in our country.
PhoenixAir5	PhoenixAir	1486436511994232841		128	1139	A paragon. Anti-totalitarian.
robindalehait	Dale	3910807474	Florida, USA	180	975	You must learn a new way to think before you can master a new way to be
1waterbearer	Cleansing	1495257280002113538		24	402	Let yourself Die 💗
loyaljules	JulieSmith	47482271		77	377	YouTube https://t.co/W3M7fkIkOB
Jephon1300	Lawrelly	1500647363072901122		2	38	
BChand247	BreChandForever	1500652064577400842		4	92	#24AndMarried #Photographer #ADHDMemberAndSupporter #AustismSupporter #LGBTQMemberAndSupporter #BisexualAndProud #LearningJapanese #LearningSpanish
JohnRio61433423	John R.	1444745207082225666		30	723	use to be a cyclist did cycle to the sun, 3hills Lanai and maui metric century
Zevahcnor	R Lawrence Chavez	1499873169426894850		1	41	
KhsrwyYwsf	یوسف خسروی	1500673635337572354		0	95	
4ngelina1	Alina	1494230209377148928		0	68	Hi Aspiring Singer/Song Writer
BrendaBrett222	Brenda Brett	2784636826	Walt Disney World	78	546	
costabrava43	Caroline	1497655171551272962		1	170	
Audreyhad12	Audrey	1488217189589135365		3	20	
Saintx177	Kadrian	1500433429858508800		2	7	
DocLawDog	Judy Abbott	30207574	Quincy, IL	103	291	Retired Prosecutor and now a University Professor.
LiamXShh	Lee🌈	884811075555905537	Wales, United Kingdom	629	214	▪︎22♉ ▪︎Gamer🎮 ▪︎Instagram📸 - leeyum_xo ▪︎He/They
marquishababy	marquisha Johnson	303935671	Grand Rapids, MI	13	238	I'm 31 yrs old I'm very respectful to others unless other wise I like to have fun and make ppl smile
CaughmanJerome	jerome caughman	1447903567231262723		10	164	
israel_ai	Israel Anguiano	84772243	#CDMX #Edomex #MexicoCity #MX	301	2436	#OrgulloPumas #OrgulloAcatlan #HechoEnAcatlan
countryfried789	Countryfried789	1094803211419086849		90	319	
StitzelTeresa	Ukraine Forever	1242838658798895104		20	141	
NounPhirom	phirom noun	1498490477074477056		1	30	
hyde_jaden	jaden🧚‍♀️	968977844784238592	atx	147	168	she/her || UTCS ‘22 || BLM
CARLOS070401	CARLOS.	1498451089754107908	Gustavo A. Madero, Distrito Fe	17	279	hola, soy nuevo en twitter, quiero hacer amigos, manda DM.
Ramram788	Randy Figueroa	1500355837520404481		5	120	
GavinWintour	Gavin	1497250569706221571	Marrero, LA	27	2596	#BlackLivesMatter ✊🏿✊🏾✊🏼 Gay & Unapologetic 🌈 Papa Spiegel ❤️‍🔥 Xbox: GavinWintour 🎮 Versatile Freak 😈 Come fucking correct or get blocked 🚫 he/him
dodjekxne	Dodjekxne	1495595112960696333		0	3	
THEGRANDEMPERO	THEGRANDEMPEROR	1470547324900421634		35	1326	REAL VIEWS OF THE PEOPLE.CHANGING THE SYSTEM ONE DAY AT A https://t.co/kxEdRxbWlk OF THE REAL PROPAGANDA. THE PEOPLE UNITED KINGDOM WILL FIND OUT THE TRUTH.THE
michell25332965	michelle	1397995136429215744		0	12	
VladimirPeron	Vladimir Perón	1499333063637180420		13	477	
Mikekce	Michael Casey	915372031612403712	Arizona, USA	5	116	
sergiocb72	Sergio Coronado	1476727277765505026		29	748	Soy sincero y sin mentiras
jessalatoreno	Jessalatoreno	1499423891516641280		1	136	
fericfoster87	eric foster	1476666961715208194	Birmingham al	65	1111	love to meet new music movie and helping wend need it
Jamesferrares	James Ferrares	1500655689207005185		2	143	
effingjam1st	Jamonfirst	19286190	Devon	1466	4373	Originally from Treaclebumstead, but long migrated Westward. No political affiliation,hate Govt lies,corruption & cronyism. 🇪🇺 #FBPE #FBPPR #FBPA #Rejoin 🇺🇦
vandeco_leite	Vandeco Leite	1498271979052441611	Salvador, Brasil	13	85	Terra da felicidade. #Bahia Touro + Áries = Barril dobrado
techmagic007	M	2890707303	Earth	165	545	A writer, thinker, moody cook, engineer, swimmer, car maniac, traveller, hate hypocrisy, love sarcasm & INDIAN :) RT=/= Endorsement
Orangestooll	orangestool	1475299542375428097		0	20	
DawnibabiiBell	Crystal Bell	1500646814433017858	Sydney, New South Wales	1	102	I am me…I just Keep on Keppin on
that1Peach21	Just Peachy	1500644177851387904	Orlando, FL	14	355	Peculiar And Beautiful
MichelG38956276	Michel GAUTHIER	1499627308826640393		29	215	J'ai travailler dans le Domaine du Bois pendant plus de 28 ans et maintenant je travaille pour le gouvernement ben oui j'ai une rente d'invaliditer
JesusQu90150704	chuy	1500300004036128769		15	505	
DebbieDryden6	Debbie Dryden	1343749847451639810		14	275	Working mother with four daughters
CincySaltman	Bill Lott	133824198	Cincinnati, Ohio	721	2315	
Wyldeflowers13	Winter Wilde	1500644443002748929		2	147	
nuckssleepdemon	sub at the unathletic	1463683021090045957	van, ott, mtl, col	374	378	definitely not elliotte friedman || she/her 🏳️‍🌈 20 ||
MeLiSInesMader1	Melo💕aka MeLiS$@InesMadera 🙏🏼🌈💕💫✨	1498954154366193667	New York🗽💕New Jersey🌉🌈💕	19	676	I walk it like Naomi so I bee just like (Me)Naomi. Clap. Slow Clap!!! 🦀💫🐬🌈🍄🦄💕 https://t.co/jL7lsgjytW. https://t.co/ftCYxLbWsn. https://t.co/7HOsRGs2Da. https://t.co/kLSWWBAY5I. https://t.co/L2WhR6T6VF.
melvianpizarro	Carmel Chammag	958645075658997761		0	186	
Hermesprodigy	Mércia Gil e Melo	1491046156998217733	Your mom's house	4	11	𝘕𝘰𝘵 𝘩𝘦𝘳𝘦, 𝘬𝘪𝘵𝘵𝘦𝘯 𝘸𝘩𝘪𝘴𝘬𝘦𝘳𝘴, 𝘥𝘢𝘥𝘥𝘺 𝘸𝘪𝘭𝘭 𝘥𝘪𝘴𝘤𝘶𝘴𝘴 𝘪𝘵 𝘭𝘢𝘵𝘦𝘳 - Prince Charming
SassieAndClassy	🌹Perfectly🌹Imperfect🌹	2517037314		60	501	Photographer, Nature Lover. Be Kind Always. 《If you could choose 1 characteristic that would get you through life, choose a sense of humor.》 ~ Jennifer Jones
SalFestin	Sal Festin	1500584264844328965		3	107	
RyanVincentNJ	Ryan Vincent	1499097462824443918	New Jersey, USA	7	939	Radio Host: Friday Nitro Express on 89.1 WFDU-FM & HD1, Friday Nights from 10pm-1am 📻 | Railroad Enthusiast 🚂 | 🇵🇷🇮🇹🏳️‍🌈
sole_culubret	@Sol...ctok	4793551943		45	260	Taurina✨♉
KarenNa30304443	Karen Navarro	1479682678945423360		0	19	
SavFaydori	Savannah Hyatt	1494813021771907075		11	330	
Shoplorelei1	Shop Lorelei	1500637175637061632		10	112	
KaraJam84844300	Kara James	1500639475935981570		3	76	Hi I’m Kara I tweet about thinspo and weight loss I’m born on April 14th 2002 so I’m a Aries ♈️ I love shopping makeup losing weight being skinny and exercise
JetskyRollens	Jetsky Rollens	1491050732082110473	deansboro new york	12	151	stay focused and never take anyone for granted
ibn_noury	Noury	1500173478032560140	Gelnhausen, Germany🇩🇪	1	37	
curlygurly1971	curlygurlyyy	1273073176835219456	North Carolina, USA	6	122	Massachusetts gal with 3 awesome daughters✌🏼
JoanaTapalla2	Joana Tapalla	1500641043972169728		5	132	matangkad
eyesukrainian	ОЧІ | EYES	1499837983670870016	Украина	50	1313	Media.
mamadorogaya0	Оксана Геморойная	1498033164907859969	Argentina	3	354	Обычная, скромная, бедная, матершиница, уехала в Пакистан. вышла за муж, родила тварь, жду прихода Путина. сестра Гузеевой, она не в курсе .
chiwhitz	Christine	2439223889		19	882	
VitDStudio	VitDStudio	1500638920933261312		0	46	
TrixxWixx	Toxic	1500638622160203780		3	54	i am breathing
GLadler	Grace Ladler	1500637441400659968		0	29	
BlazinNathan	nate dion	30963654	Los Angeles	252	1464	Keeping twitterbots informed about the music scene, and winning shit. Follow at your own risk (of being bored to death)
achilles_con	Con Achilles	1489962702084927488	East China, MI	8	82	none of this is shit☠
Summer_7_7_	summer_7777@yahoo.com	1500612314285883392		0	185	
CJSCBROOKS	Coye	891836810216615936	San Leandro, CA	13	417	I am me not you and you are you not me and thats the way i like it cuz no one can be me and no one can be you just as simple as that im one in a kind you are to
bandislife2004	Biden 100%!	2896024932		36	342	⭐⭐⭐
AssalaAsso	Assala Asso	1500631272439308294		2	166	
AlineOl56992987	Aline Oliveira Mendes de Medeiros	1477288398360653832		8	151	Advogada. Amo ler e escrever. Amo a natureza, os animais e também, música boa. Nothing else matters.
1stJeMe2	1stJeMe	1500463522752303104		0	11	Me
FChambers9	F. Chambers	1294803774515613696		1	143	Life is good!
AngelaC14358200	Angie Carter	1347703286313455616	Concord, NH	0	43	
cahillrq	reillyquinn🧚‍♂️	1011289521663758342	Chicago, IL	43	178	be kind to yourself ✨🌿🐈🧚🤎she/they
gluegay	unfortunate 🃏	743230079262560256		43	195	commander of the empire of the soul
RachelM15238512	Rachel Mansfield	1354300426791739396	Colorado, USA	5	491	
mjcarter20yaho1	mjcarter20@yahoo.com	1218163054229229569		14	212	
Mistres45539642	Mistress Susi	1498340886366887940		20	113	WELCOME TO GODDESS susi FEMINIZATION💯 #SissyWorld☯ ENROLL NOW TO GET A CHANCE TO BE PART OF THIS GREAT WORLD🌍 #sissytraining Practical🔞 #SissySchool🏚
Kelseymonger	Kelsey	1030078220		5	140	
HarleyharW	Waco HarleyHar	1500623479145701381		5	62	everything
essiepr35	essiladi	1290383038757642240	United States	0	26	
Kattasha	Natasha Ciesielski	25459992	Australia	372	611	Sharing artwork, across all forms. Also passionate about #words #marketing #communications
LaurenEpifanio	Lauren	86598339	Brooklyn, NY.	176	860	Leapin' lizards!
Dumpty11Humpy	Humpy_Dumpty	1500626064044740610		2	149	Nice
LisaFRosenthal1	Lisa Rosenthal-House	773942889395195904	Carefree, AZ	68	542	Accept your Past without Regret, Handle your Present with Confidence and face your Future without Fears
Nini1965	Juanita Benedict	1500622291436195847		4	22	I'm a Trump follower. I like to party. I don't take shit from people.
Max62402704Max	max	1442735313059733504		55	113	tree and man hugger
Kaylene46461775	Kaylene Morgan	1499171953625939968		3	239	
KarenHo99627722	Karen Hood	1492923838816006152		1	4	
k_wyattnoah	Wyatt Noah	2727859740	Birmingham, AL	47	383	Dare to be surprised.
Brandy38414428	Brandy	1346943961101864960		4	129	Adventurous, kind, compassionate.
irener1114	Irene	2328410813	New York, USA	0	6	
JackArkwright	Jack Arkwright	46556696		352	268	
Guanzi111	Guanzi	1497038446572892163		5	130	Hi
Hsevans07	H Evans	1500619779077545990		2	50	15
Donna57343957	Donna	1497930690104643590		1	79	
alrightymelanie	melanie ‧͙⁺˚*･༓☾	812924266257797120	she/her	129	195	not a lot going on at the moment
jonlul	Billy	23095395	Chicago, IL	10	561	
CarmanDenise1	Gemini Goddess 621	1376072283500900355		7	25	Not a fan of rude!
DeidraWade13	Deidra Wade	1248831777684295681		82	79	I'm an easy 2 get along w/ gal, who 💜's dog's, kids. I really enjoy exercise & other phys.activs, but I 💜 TV/Movies so much I'm also a definite couch🥔!!!📺😄
amg_mex	amg.mx	1491471207803334665		8	305	I don’t carry this so I can remember him. I carry it so I don’t forget what it’s like to invest in something that I can lose...
AnnDuckwall	Ann Duckwall	1487205003437690880		2	104	
Leitung296	André	792072600	Berlin, Germany	1429	690	"Herzlich willkommen bei der Schmuckschatulle der deutschen Hochkultur!" (Sonja Zietlow, Dschungelcamp 2011)
SandraB40665255	Sandra Butler	1347008801099026432		1	97	
NiIdealalala	Ni-Idea	1500141715809873931		1	26	Siempre es hoy
LaughingIsOver	Gail	2952368781	Royal Palm Beach, FL	10	157	
apkhalloffame	Apopka Sports Hall of Fame	987189574874075140	Apopka, Fl	35	359	Honoring history to support the future!
skinnybitchting	luis ♡	1325911397633564672	In MariahCareys house | he/him	1192	1231	｡･:*:･ﾟ★,｡･:*:･ﾟ☆｡･:*:･ﾟ★,｡･:*:☆ ｡･:*:･ﾟ★,｡･:*:☆ Mariah notice x1
LiferSedulas	lifer sedulas	1500611033148592128		0	81	Not bad
my_twit_acc_	I_sell_seashells_	1494371101480296454		37	428	The United Soviet States of America is the waking nightmare of every Cold War kid. save our democracy
Solomonabra345	Solomon Abraham	1477461030406176768	Los Angeles, CA	54	526	A die hard Arsenal fan Follow up for more gunners news
emmla85	emmanuel larios	1500608068287148035		2	47	❤️‍🔥
TheRealDion12	SUTTON IS QUEEN 💎	1381644206242955268		136	489	💎Teddi, You Are A Little Boring. Are We Supposed To Be Honest, Or Not?
OlgaPietruchova	Olga Pietruchova	1338441750	Slovak Republic	199	350	
Alexyan09067579	Alex yan	1500603328673169408	Sydney, New South Wales	6	107	
AsianahMoreno	asianah moreno	1498483363828711424		4	48	Dark emo girl
RenataAltamir14	Renata Altamirano	1500605085386162176	Ciudad de México, México	0	117	Soy muy orgullosa de ser mexicana 🇹🇯 y muy orgullosa de ser una mujer transgénero 🏳️‍🌈
escober_alcea29	Alcea Escober	1500604582355161089		1	75	Strong independent woman that has the goal to achieve her dream and make her life happy
LisaBir80573258	Lisa Bird	1500600093606649862		11	192	
AllisonNye6	allisonwonderland	827749627050893312	Darktown, Hhohho, Swaziland	13	254	
LaufeStuart	Stuart Laufe	1499947306099126274	Greenport, NY	156	1171	Commodities Intake Director: *Cranberry Nitrile Gloves Available *10 Million to 1.5 Billion OTG NCNDA/ICPO
Sharon37457188	Sharon	1500448329439793152		1	171	
ChigozieIkechu3	Chigozie Ikechukwu	1499292132976246787	Nigeria	10	116	
rev0lvingdoors	grace f.	1052245616208818176		7	51	she/her
billieyelash69	Billie Brown	1470615114797789187		0	29	
ParadaConny	conny_parada	1497610456701222913		3	263	Hacer el bien y disfrutar de la vida que nos regalo Dios
secretszzzz	secretzzzz	1500598176453070849		0	1	
lobaloba001	kiing Toby 🇳🇬	1499838421673652235	Germany📍	2	26	
perstefany___3	Perstephanie	71939393	Chicago	19	321	North American Scum
haws_julie	Jules	1491090629258059780		2	28	
bonda_mrs	Mrs Bonda	1367951903318016004		1	39	
KellyLynn1562	Kelly McKnight	1500589748435496963		0	21	
lezleyh48	Lezley Haley	1187886198		3	176	
Maiziemooyoohoo	Maizie	1500575910126309382		1	87	
anitaelam6	anita elam	1485343500904374276		0	61	
Jakotak83747025	Jakotako	1500082579537604609		0	13	
Gerardo65360263	Gerardo	1493700208487583746	California, USA	1	68	
brimfull45_	Damian Asher	1495344817211072516	Wrexham, Wales	20	458	Everyone needs a bosom for a pillow - Cornershop 1997
cyberasteroid	♡	1499918832168755201		0	36	idk stan doja cat 🐈 I STAND WITH UKRAINE 🇺🇦
TatevHovsepyan	Tatev Hovsepyan🇦🇲	2510762199	Armenia	127	270	Private Account
Maurici18522684	Mauricio Jaramillo	1362947814066642945		41	733	soy un joven metalero, que estudió periodismo y vive muy enterado de los acontecimientos musicales
abdelhalimhoub1	abdelhalim houbib	1265304469899816960		79	412	
hariattery	El Topo	1474130291518472192	루리웹 북유게	9	234	메모장. 사물을 새롭게 보고 해석하는 것을 좋아합니다. Dona Nobis Pacem.
RCLdriver	D Meissel	1263446627307540480	Indiana, USA	10	2081	Doggie daddy to 3 great pups. Nature lover. Discovering Indiana state parks.
AndrewK22704219	Andrew K	757257243024818176		23	1080	
ann3701	Ann Settlow	131904956		8	228	
penissylvestris	waning moon	1219796404287287297	inannanoyume priv	23	49	I never wanted to live in a body like this!! This body that isn't capable of love...!! What's...what's the point in living like that?!
millop90	liza bernard	209806854		212	273	Lil bitch
lizlizzerson	LizLizzerson	161795443	Minneapolis, Minnesota	6	141	Fiercely delightful and original.
indepen27503448	independent Thinker	1273582310106021888	College Station, TX	231	3689	I speak the truth
KhaliRico	Khali Rico	2912147190		12	434	
xxkrystaxx	Krys ✨	1500566031202463750	Texas, USA	14	218	25 • Somewhere in Texas • Here for music
dridiirawia	Rawiiiiiiiiiiiiiia	1482009616099819520		5	79	🤷🏽‍♀️🤷🏽‍♀️
BobioFabio	Bobby	1500573391572520961		8	101	Just here to see some things
MindyMellor	Mindy Mellor	1206264517824516096	Bradenton, FL	5	39	I am resilient, a mother of 4 beautiful souls, a dreamer, a survivor, an artist, spiritual & a nature lover. I love to read and study metaphysics & the divine.
gothamnights47	Mary Jane	197633994		4	363	
MNicolicea	Mihaela Nicolicea	1500572123814928384		2	188	
Reds28808491	Reds	1272291234271449098		4	88	
meadowsagain	Charles Safety Meadows	1496554347366256641		9	92	Moderation is for cowards
SaulLar54155058	Saul Lara	1480539434739281929		27	846	
Emily75890712	Emily	1500569172090269701		0	14	
TARYNNHEAVEN	Tarynn Heaven	25339652	ᴀʀɪᴢᴏɴᴀ 🌈 	86	599	🦄 Empress 👸🏼🥂 💝 Hell Survivor ♏ 🌞 ♓ 🌙 ☮️ Empath ☯️
chaosandfezzes	Chaos and Fezzes	1327012854780792833		37	440	- Film 🎬 - Television 📺 - Food 🌶 - Books 📚 - Existential Dread 🙂
MargaretChafe	Margaret Chafe	1496527596955349001	Ontario, Canada	1	81	Just a girl from Toronto Canada who's trying to make a difference in the world one contact at a time. 🙏✌️🙏
kristaparker445	Krista Parker	1500564339761238018		1	114	
Josepho5050	Joseph onyebuchi	1500212576915005443		2	119	#IN GOD I TRUST#
brianrdinkins	Supen LaverHigh	3412172829	Long Beach, CA	9	131	Two things i love and do well.... is being a father and being a chef...
RRenner82	Richard Renner	1334081552		0	69	
yelvovi	yelvovi	1499074419721109504		0	2752	
joysweeney27	Joy S 🇨🇦	1499863411651448832	Toronto, Ontario	4	199	Music, Movies, Observational Comedy and Parodies. History, Art and Politics....🏴󠁧󠁢󠁳󠁣󠁴󠁿🎭🖼🌏🎵🎧🎶🎬🎥
CutColorBlowDry	💇🏻‍♀️CutColorBlowDry	1478075679723831296	408 S. Pasadena, CA 91105, #5	34	463	I’m Gary Domasin at SalonAguayo, 408 𝐒. Pasadena 𝐀𝐯𝐞. 𝐏𝐚𝐬𝐚𝐝𝐞𝐧𝐚, 𝐂𝐀 𝟗𝟏𝟏𝟎5, 𝟲𝟮𝟲•𝟳𝟵𝟮•𝟵𝟵𝟴𝟭 Ombré/Highlights, Men’s Grooming, and more.
CindyBu78949017	Cindy Burke	1478521696558669825		3	89	I am a caretaker
TheresaStasik	Theresa Stasik	1495413109447696386		12	100	
4KarmicJustice	David Schaefer	174058141	Berwyn, Illinois	76	323	
shkvarkakoshka	Shkvarka 🇺🇦💙💛	2418146098		129	150	Просто ще одна з котів
StacyWa11978825	Stacy Watson	1403512740220600320		5	69	
fyeahpaperopoli	sabrina	1500157804937633797		3	348	sad songs bring me back to life ✨
margo_santucci	Margo Santucci	1449086662106099720		29	80	
KnightsRider6	Knights Rider	1500308419659534342		10	389	
that_manda_girl	Amanda Young | Mental Health	3333164259	Tampa, FL	494	2157	Navigating a colorful life with Bipolar 2, cPTSD + GAD 🦋 Children’s Book Author. Podcast Host. Retired Zookeeper. #InclusivityMatters 🌈
lovi_nice	NICE LOVI	1495046117767196672		3	56	
MahendranPV1	Mahendran P V	1500532475637891075		4	237	
ShawnShawnyoung	LizhaLizha	4818775013		2	52	wassup
nor3057	nor3	1493169723219095552		17	509	
FelipeO39545921	FelipeOlivares	1500540827814318082		22	756	FilmfreakFilmSoundtrackFan
Tako513926561	Tako Kerdikoshvili	1500022144146755584	Gori, Georgia	49	928	Selenophile 🥰🌙
vlady_49	V. W. Lady	1473090963333697542		9	631	
birolva85054740	Akıllı Olun Aklınızı Alırım	1496920296233877508		5	73	
meryhetfield	maria hetfield	269440294	madrid	11	129	Soy funcionaria,trabajo y vivo en madrid.
IvannaKuku	Ivanna Kudyba	1443644498928619520		3	45	
iknoweric	Plant Big Daddy	32985615		599	1301	Food🍴Fitness🏋🏾‍♂️ Music 🎧
emily_sharot	Emily Sharot	1500278381547601936		3	49	Food stylist, pancreatic cancer survivor, tubby lover
LandiPeach	Landi Blignaut-Peach	1500382672581013506		11	124	Just a ordinary girl 🤗
eczhaticeclnc	Clinicalpharmacist	1445798515003695110		349	731	Gazi Üniversitesi Eczacılık Fakültesi'15-Ecz Klinik Ecz'22 ⚕️ Universita Degli Studi Di Perugia-Farmacia 🎻🎻🎻Violinist
ClaudiaMensoza	Claudia Mensoza	1500545580346617857		0	67	
nanoyo66	Nalani Young	1500521700168896514		2	102	
lola_waara	Lola Waara	1462475584622280704		5	117	
Heather69873726	Heather Dale	1500258375950503937		2	75	
ax1oma1	AX1OMA	1328502855272161280		127	4028	Axioma -Nueva Era- Pleyades
Joe63018405	Joe	1500544466335244296		0	6	
shania555888	Shania Dhaussy	1500542362057166849		1	23	
YvetteJ1	YvetteJ1	601200814	Houston, TX 	26	1820	
LeeMerkes	Ho YuSham	1499996402864525312	Taipei City, Taiwan	6	156	✨🇨🇳🇨🇳我热愛我的祖國🇨🇳🇨🇳✨ ❤️❤️ 中華人民共和國萬歲❤️❤️
376_941	Suzanne	3067690431		6	120	
Vik35356837	Vik	1500534299690418176		0	53	
Fx73101	Aramis 73	1499426746315284485	Italia	6	784	
LizaClarke11	Liza Clarke	906881907429961728		1	39	
ale_ocampos	Ale Ocampos	1496138313194954760		23	163	Todo vuelve... entonces da lo mejor de ti siempre!!!
installer6	alfred stevens	968549406	Wyoming	16	247	Italian Home Cooking Made Easy
amethyst8055	amethyst ✿	873624421352603648		58	153	
UnitedStatesCi4	United States Citizen	1447590288017346566	All around…	226	753	I like animals more than most people. Especially Republicans! I say what I feel! Democrat! FYI, that’s a TN coneflower & a TN honeybee. And a deer…
LauraJo18659732	Laura Johnston	1484855993624260611	Orange, CA	8	121	I'm always looking to better myself.
jenspartyline	jensen	1486835795323494400		8	38	avid Jane Austen reader
MantiAnna1	Manti Anna	1500532497884585992		0	24	Model
r0ss0blanc0	a 🂡	1484011725133422593	adult	0	184	account made for peace and quiet and my sanity. do not follow! my sigmafication is in progress!
karink23	Special K-cup	26840708		45	655	she/her observing listening analyzing reflecting adjusting learning growing
elisamb09	Elisa Bradley	812736817308966912	Arizona, USA	13	447	
Loumhfitness79	Loumfitness79	1499433334446960647	Chichester, England	42	375	I love fitness , dancing 💃 running 🏃‍♀️ hiit and body combat with Les Mills and Laura’s classes. Pinterest Louh2208. TikTok Lou2208, Louisemhfitness@gmail.com
loganxjean	loganxjean	258725884		26	134	Hijo de mi padre y de mi madre, hecho con amor...
Ani50128081	Ani	1327999119860899846		1	121	Ani シ
ItsCourts_03	Courtney	1500402326179397632		3	189	19 ❤️
RhodaIndrihovic	Rhoda Indrihovic	3418224094		5	78	Love to read.
ozaptatorres	OZ@p@t@	1481108190360047618	Riverside, CA	0	402	Blessings
chsmanns	Chaz	1458432597755711491		20	214	
Rai9674227	Milan rai	1445311234501341185		44	1675	
Ktita_V	Patty Pats 🧚🏻‍♀️🌳	139951410	La perla del norte	325	1682	Ingeniero/Geek/Tech/Indie/Runner
Yui62177821	Yui	1485630058748592128		0	628	
gabybongiovanni	gaby	961452465764810752		28	103	ermmmm
beatrizribgm	BeatriZ.	1151551694259593216		43	1003	♐️🎧🎮
WoogieBoogie07	WoogieBoogie07🇵🇱🙏🇺🇦	1490015965983219715	Gliwice, Polska	1514	1895	Każdy krok zostawia ślad ☝️
1979virginia	virginia recanati	780381456	Marche, Italia	21	132	Ogni novita' si scontra con la resistenza dell'antico. E' stato sempre cosi' e cosi sara' per sempre
ChrisE07760470	Chris E	1496937021524217874		4	354	
Jack85442378	Jack	1500518210038374406		0	36	I speak my mind to everyone regardless of who they are
Mariq868201172	Mariq	1500514229094432768		0	83	
EnriqueVegas425	Enrique	1500518926358249474		1	9	
mey3am19484664	mey3am	1498760317681258507		3	71	
bickysticktoria	vicky	1369175908771373060		41	636	she/her - 15 - follow my silly little sketch account @wickywart ⚈ ̫ ⚈
